Customer ID,Contact Date,Contact Channel,Number of JTBD,Interaction competence rating,Level of Support,Support Service Used,Deflection Provided,Digicare Case Open,Average CSAT,Deflection,JTBD,CSAT group
Cust458,10/11/2024,Phone,1,Do it myself,Self help,Libraries Connected,No,No,2,no deflection,Non-digital,Campaign
Cust459,11/11/2024,Phone,2,Do it with me,Assisted digital,Self help,Yes,No,5,Other,Digital,Book
Cust460,12/11/2024,Webchat,2,Do it with me,Digicare,Assisted digital,No,No,4,no deflection,Non-digital,Book
Cust461,13/11/2024,Phone,3,Do it myself,Self help,Digicare,Yes,No,4,no deflection,Digital,Campaign
Cust462,14/11/2024,Phone,1,Do it with me,Assisted digital,Digicare,No,No,5,no deflection,Non-digital,Digicare
Cust463,15/11/2024,Phone,1,Do it with me,Digicare,Self help,Yes,No,3,self help resources,Digital,Campaign
Cust464,16/11/2024,Webchat,1,Do it with me,Self help,Self help,Yes,Yes,4,screen share,Digital,Campaign
Cust465,17/11/2024,Phone,4,Do it myself,Assisted digital,Assisted digital,No,No,2,no deflection,Digital,Book
Cust466,18/11/2024,Phone,4,Refer to Digicare,Digicare,Self help,Yes,No,5,no deflection,Digital,Campaign
Cust467,19/11/2024,Phone,2,Do it myself,Self help,Digicare,No,No,5,no deflection,Digital,Campaign
Cust468,20/11/2024,Phone,2,Do it myself,Assisted digital,Assisted digital,Yes,No,3,screen share,Non-digital,Libraries Connected
Cust469,21/11/2024,Phone,1,Do it myself,Digicare,Assisted digital,No,No,2,no deflection,Non-digital,Libraries Connected
Cust470,22/11/2024,Phone,3,Do it with me,Self help,Self help,Yes,No,2,no deflection,Non-digital,Book
Cust471,23/11/2024,Phone,3,Refer to Digicare,Assisted digital,Libraries Connected,No,No,4,no deflection,Digital,Digicare
Cust472,24/11/2024,Webchat,4,Do it myself,Digicare,Self help,No,No,3,no deflection,Non-digital,Digicare
Cust473,25/11/2024,Phone,3,Do it with me,Self help,Assisted digital,Yes,No,5,Other,Non-digital,Libraries Connected
Cust474,26/11/2024,Phone,1,Do it myself,Assisted digital,Assisted digital,No,No,2,no deflection,Non-digital,Libraries Connected
Cust475,27/11/2024,Webchat,4,Do it with me,Digicare,Self help,Yes,No,5,no deflection,Digital,Book
Cust476,28/11/2024,Phone,3,Do it with me,Self help,Digicare,Yes,No,2,self help resources,Non-digital,Libraries Connected
Cust477,29/11/2024,Phone,1,Do it with me,Assisted digital,Self help,Yes,No,1,no deflection,Non-digital,Digicare
Cust478,30/11/2024,Phone,3,Do it with me,Digicare,Libraries Connected,Yes,No,3,Other,Digital,Digicare
Cust479,01/12/2024,Phone,4,Do it myself,Self help,Libraries Connected,No,No,5,no deflection,Digital,Campaign
Cust480,02/12/2024,Phone,3,Do it myself,Assisted digital,Assisted digital,No,No,5,screen share,Digital,Libraries Connected
Cust481,03/12/2024,Phone,4,Do it with me,Digicare,Digicare,No,No,4,Other,Digital,Digicare
Cust482,04/12/2024,Webchat,4,Do it with me,Self help,Digicare,Yes,No,5,Other,Digital,Campaign
Cust483,05/12/2024,Phone,1,Do it myself,Assisted digital,Libraries Connected,No,No,4,no deflection,Digital,Campaign
Cust484,06/12/2024,Webchat,4,Do it myself,Digicare,Libraries Connected,Yes,No,4,no deflection,Digital,Campaign
Cust485,07/12/2024,Phone,2,Do it myself,Self help,Assisted digital,Yes,No,5,screen share,Digital,Digicare
Cust486,08/12/2024,Phone,4,Refer to Digicare,Assisted digital,Assisted digital,Yes,No,3,no deflection,Digital,Digicare
Cust487,09/12/2024,Phone,4,Do it with me,Digicare,Digicare,No,No,5,no deflection,Non-digital,Book
Cust488,10/12/2024,Phone,2,Do it with me,Self help,Assisted digital,Yes,No,2,no deflection,Digital,Book
Cust489,11/12/2024,Phone,3,Do it with me,Assisted digital,Assisted digital,Yes,No,4,Other,Non-digital,Book
Cust490,12/12/2024,Phone,2,Do it with me,Digicare,Digicare,No,No,3,Other,Non-digital,Libraries Connected
Cust491,13/12/2024,Webchat,3,Do it myself,Self help,Libraries Connected,No,No,5,no deflection,Digital,Digicare
Cust492,14/12/2024,Phone,1,Do it with me,Assisted digital,Self help,Yes,No,5,self help resources,Non-digital,Digicare
Cust493,15/12/2024,Phone,4,Do it myself,Digicare,Digicare,No,No,1,self help resources,Digital,Digicare
Cust494,16/12/2024,Phone,4,Do it myself,Self help,Self help,No,No,4,no deflection,Digital,Book
Cust495,17/12/2024,Webchat,2,Do it myself,Assisted digital,Self help,Yes,No,3,no deflection,Non-digital,Digicare
Cust496,18/12/2024,Phone,4,Do it with me,Digicare,Digicare,No,No,3,no deflection,Non-digital,Campaign
Cust497,19/12/2024,Phone,3,Do it with me,Self help,Digicare,No,Yes,2,no deflection,Digital,Digicare
Cust498,20/12/2024,Webchat,2,Do it myself,Assisted digital,Libraries Connected,Yes,No,4,self help resources,Non-digital,Libraries Connected
Cust499,21/12/2024,Phone,2,Do it with me,Digicare,Self help,No,Yes,5,no deflection,Non-digital,Book
Cust500,22/12/2024,Phone,1,Do it myself,Self help,Libraries Connected,Yes,No,3,no deflection,Digital,Campaign
Cust001,23/12/2024,Phone,1,Do it with me,Assisted digital,Assisted digital,No,No,1,no deflection,Digital,Digicare
Cust002,24/12/2024,Phone,3,Do it myself,Digicare,Assisted digital,Yes,No,2,Other,Non-digital,Libraries Connected
Cust003,25/12/2024,Phone,1,Do it with me,Self help,Digicare,No,No,2,self help resources,Digital,Digicare
Cust004,26/12/2024,Phone,2,Do it myself,Assisted digital,Assisted digital,Yes,No,5,no deflection,Digital,Libraries Connected
Cust005,27/12/2024,Webchat,1,Do it with me,Digicare,Self help,Yes,No,5,no deflection,Non-digital,Book
Cust006,28/12/2024,Phone,3,Do it myself,Self help,Assisted digital,No,No,4,screen share,Digital,Campaign
Cust007,29/12/2024,Phone,3,Do it with me,Assisted digital,Self help,No,No,3,screen share,Non-digital,Campaign
Cust008,30/12/2024,Phone,1,Do it myself,Digicare,Digicare,No,No,2,no deflection,Non-digital,Book
Cust009,31/12/2024,Phone,2,Do it with me,Self help,Self help,No,No,1,self help resources,Non-digital,Digicare
Cust010,10/01/2024,Phone,1,Do it myself,Assisted digital,Digicare,Yes,No,3,no deflection,Digital,Digicare
Cust011,11/01/2024,Webchat,3,Do it myself,Digicare,Self help,Yes,No,1,no deflection,Non-digital,Digicare
Cust012,12/01/2024,Phone,3,Do it myself,Self help,Self help,No,No,3,Other,Non-digital,Campaign
Cust013,13/01/2024,Phone,1,Do it with me,Assisted digital,Digicare,No,No,4,screen share,Non-digital,Libraries Connected
Cust014,14/01/2024,Phone,3,Do it myself,Digicare,Self help,No,No,4,self help resources,Digital,Digicare
Cust015,15/01/2024,Webchat,3,Do it myself,Self help,Assisted digital,Yes,No,1,self help resources,Non-digital,Book
Cust016,16/01/2024,Phone,1,Do it myself,Assisted digital,Libraries Connected,Yes,No,3,screen share,Digital,Digicare
Cust017,17/01/2024,Webchat,4,Do it with me,Digicare,Self help,Yes,No,4,Other,Digital,Digicare
Cust018,18/01/2024,Phone,1,Do it with me,Self help,Libraries Connected,Yes,No,1,self help resources,Digital,Book
Cust019,19/01/2024,Phone,4,Do it myself,Assisted digital,Libraries Connected,No,No,5,no deflection,Digital,Book
Cust020,20/01/2024,Webchat,3,Do it with me,Digicare,Self help,Yes,No,3,no deflection,Digital,Libraries Connected
Cust021,21/01/2024,Phone,4,Do it with me,Self help,Assisted digital,No,Yes,4,no deflection,Digital,Book
Cust022,22/01/2024,Webchat,1,Do it myself,Assisted digital,Self help,No,No,4,no deflection,Digital,Libraries Connected
Cust023,23/01/2024,Phone,3,Do it with me,Digicare,Self help,Yes,No,4,screen share,Digital,Digicare
Cust024,24/01/2024,Phone,2,Refer to Digicare,Self help,Assisted digital,Yes,No,1,no deflection,Non-digital,Libraries Connected
Cust025,25/01/2024,Webchat,2,Do it with me,Assisted digital,Digicare,No,No,2,no deflection,Digital,Digicare
Cust026,26/01/2024,Phone,1,Do it with me,Digicare,Digicare,No,Yes,2,Other,Non-digital,Digicare
Cust027,27/01/2024,Phone,2,Do it with me,Self help,Digicare,No,No,2,no deflection,Digital,Libraries Connected
Cust028,28/01/2024,Phone,4,Do it myself,Assisted digital,Digicare,Yes,Yes,5,self help resources,Non-digital,Digicare
Cust029,29/01/2024,Webchat,4,Do it myself,Digicare,Digicare,No,No,5,no deflection,Non-digital,Book
Cust030,30/01/2024,Phone,4,Do it myself,Self help,Libraries Connected,No,No,2,screen share,Non-digital,Digicare
Cust031,31/01/2024,Phone,1,Do it myself,Assisted digital,Digicare,Yes,Yes,2,self help resources,Digital,Book
Cust032,01/02/2024,Phone,3,Do it with me,Digicare,Self help,Yes,No,3,no deflection,Digital,Libraries Connected
Cust033,02/02/2024,Phone,4,Do it myself,Self help,Libraries Connected,Yes,No,3,screen share,Non-digital,Book
Cust034,03/02/2024,Phone,4,Do it myself,Assisted digital,Assisted digital,No,No,3,no deflection,Digital,Digicare
Cust035,04/02/2024,Webchat,3,Do it myself,Digicare,Libraries Connected,No,No,2,no deflection,Digital,Digicare
Cust036,05/02/2024,Phone,3,Do it with me,Self help,Self help,Yes,No,2,no deflection,Digital,Campaign
Cust037,06/02/2024,Webchat,1,Refer to Digicare,Assisted digital,Digicare,Yes,No,3,no deflection,Digital,Book
Cust038,07/02/2024,Webchat,4,Do it with me,Digicare,Digicare,Yes,No,5,screen share,Non-digital,Campaign
Cust039,08/02/2024,Webchat,3,Do it with me,Self help,Assisted digital,No,No,4,screen share,Digital,Book
Cust040,09/02/2024,Phone,4,Do it myself,Assisted digital,Libraries Connected,Yes,No,2,screen share,Non-digital,Libraries Connected
Cust041,10/02/2024,Webchat,1,Do it with me,Digicare,Assisted digital,Yes,No,3,screen share,Digital,Digicare
Cust042,11/02/2024,Phone,1,Do it myself,Self help,Assisted digital,Yes,No,4,Other,Non-digital,Libraries Connected
Cust043,12/02/2024,Webchat,1,Do it myself,Assisted digital,Libraries Connected,Yes,No,4,Other,Non-digital,Book
Cust044,13/02/2024,Phone,3,Do it with me,Digicare,Assisted digital,No,No,2,no deflection,Digital,Campaign
Cust045,14/02/2024,Phone,3,Do it myself,Self help,Assisted digital,Yes,No,1,no deflection,Digital,Campaign
Cust046,15/02/2024,Phone,1,Do it with me,Assisted digital,Libraries Connected,Yes,No,3,screen share,Non-digital,Digicare
Cust047,16/02/2024,Webchat,4,Do it myself,Digicare,Digicare,No,No,5,no deflection,Non-digital,Campaign
Cust048,17/02/2024,Phone,1,Do it myself,Self help,Self help,Yes,Yes,2,screen share,Digital,Digicare
Cust049,18/02/2024,Phone,3,Refer to Digicare,Assisted digital,Digicare,Yes,No,3,Other,Digital,Campaign
Cust050,19/02/2024,Phone,2,Do it myself,Digicare,Libraries Connected,Yes,No,2,no deflection,Digital,Digicare
Cust051,20/02/2024,Phone,3,Do it myself,Self help,Libraries Connected,No,No,2,screen share,Digital,Libraries Connected
Cust052,21/02/2024,Phone,1,Do it with me,Assisted digital,Assisted digital,Yes,No,2,no deflection,Digital,Digicare
Cust053,22/02/2024,Phone,4,Do it myself,Digicare,Digicare,Yes,No,5,screen share,Digital,Digicare
Cust054,23/02/2024,Phone,1,Do it myself,Self help,Digicare,Yes,No,5,no deflection,Digital,Campaign
Cust055,24/02/2024,Webchat,4,Do it myself,Assisted digital,Libraries Connected,Yes,No,1,no deflection,Non-digital,Libraries Connected
Cust056,25/02/2024,Webchat,4,Do it with me,Digicare,Assisted digital,Yes,No,1,Other,Digital,Libraries Connected
Cust057,26/02/2024,Webchat,1,Do it with me,Self help,Digicare,No,No,5,self help resources,Non-digital,Digicare
Cust058,27/02/2024,Webchat,1,Do it myself,Assisted digital,Assisted digital,No,No,5,no deflection,Digital,Book
Cust059,28/02/2024,Phone,3,Refer to Digicare,Digicare,Digicare,No,No,1,screen share,Non-digital,Libraries Connected
Cust060,29/02/2024,Phone,3,Do it myself,Self help,Assisted digital,Yes,No,5,screen share,Non-digital,Digicare
Cust061,01/03/2024,Webchat,2,Do it with me,Assisted digital,Self help,Yes,Yes,3,screen share,Digital,Book
Cust062,02/03/2024,Phone,1,Do it myself,Digicare,Assisted digital,Yes,No,5,no deflection,Digital,Digicare
Cust063,03/03/2024,Phone,4,Do it with me,Self help,Digicare,Yes,No,1,screen share,Non-digital,Libraries Connected
Cust064,04/03/2024,Phone,3,Do it myself,Assisted digital,Digicare,Yes,No,3,Other,Digital,Libraries Connected
Cust065,05/03/2024,Phone,1,Refer to Digicare,Digicare,Assisted digital,No,No,4,screen share,Digital,Libraries Connected
Cust066,06/03/2024,Phone,3,Do it with me,Self help,Digicare,Yes,No,1,Other,Digital,Campaign
Cust067,07/03/2024,Phone,1,Do it myself,Assisted digital,Digicare,Yes,No,4,screen share,Digital,Book
Cust068,08/03/2024,Webchat,1,Do it with me,Digicare,Libraries Connected,No,No,3,screen share,Digital,Libraries Connected
Cust069,09/03/2024,Webchat,3,Do it with me,Self help,Assisted digital,No,No,3,no deflection,Digital,Book
Cust070,10/03/2024,Webchat,3,Do it myself,Assisted digital,Self help,Yes,No,1,Other,Non-digital,Campaign
Cust071,11/03/2024,Webchat,1,Do it myself,Digicare,Assisted digital,Yes,No,5,no deflection,Digital,Book
Cust072,12/03/2024,Phone,4,Do it with me,Self help,Libraries Connected,Yes,No,5,screen share,Non-digital,Digicare
Cust073,13/03/2024,Phone,2,Do it with me,Assisted digital,Libraries Connected,No,No,5,screen share,Digital,Libraries Connected
Cust074,14/03/2024,Phone,2,Do it myself,Digicare,Assisted digital,No,No,1,self help resources,Non-digital,Digicare
Cust075,15/03/2024,Phone,1,Do it myself,Self help,Assisted digital,No,No,3,no deflection,Digital,Libraries Connected
Cust076,16/03/2024,Phone,1,Do it myself,Assisted digital,Self help,No,No,3,Other,Non-digital,Digicare
Cust077,17/03/2024,Phone,3,Do it with me,Digicare,Self help,Yes,No,3,screen share,Non-digital,Book
Cust078,18/03/2024,Phone,2,Do it myself,Self help,Assisted digital,Yes,No,5,self help resources,Digital,Libraries Connected
Cust079,19/03/2024,Phone,2,Do it with me,Assisted digital,Libraries Connected,Yes,No,4,screen share,Non-digital,Digicare
Cust080,20/03/2024,Phone,1,Do it with me,Digicare,Libraries Connected,Yes,Yes,5,no deflection,Non-digital,Digicare
Cust081,21/03/2024,Webchat,1,Do it with me,Self help,Self help,Yes,No,3,screen share,Digital,Digicare
Cust082,22/03/2024,Phone,4,Do it myself,Assisted digital,Libraries Connected,Yes,No,3,no deflection,Non-digital,Book
Cust083,23/03/2024,Phone,3,Do it with me,Digicare,Self help,No,No,3,Other,Digital,Campaign
Cust084,24/03/2024,Phone,2,Refer to Digicare,Self help,Libraries Connected,Yes,No,3,no deflection,Non-digital,Campaign
Cust085,25/03/2024,Phone,1,Refer to Digicare,Assisted digital,Self help,Yes,No,4,screen share,Non-digital,Campaign
Cust086,26/03/2024,Webchat,1,Do it myself,Digicare,Libraries Connected,No,No,1,no deflection,Non-digital,Libraries Connected
Cust087,27/03/2024,Phone,1,Do it myself,Self help,Libraries Connected,Yes,No,3,no deflection,Digital,Digicare
Cust088,28/03/2024,Phone,4,Do it with me,Assisted digital,Assisted digital,Yes,No,3,no deflection,Non-digital,Campaign
Cust089,29/03/2024,Phone,4,Do it myself,Digicare,Self help,Yes,No,2,self help resources,Digital,Campaign
Cust090,30/03/2024,Webchat,3,Do it myself,Self help,Libraries Connected,Yes,No,1,no deflection,Digital,Libraries Connected
Cust091,31/03/2024,Webchat,2,Do it myself,Assisted digital,Self help,Yes,No,2,no deflection,Digital,Campaign
Cust092,01/04/2024,Webchat,1,Do it with me,Digicare,Digicare,No,No,5,Other,Digital,Campaign
Cust093,02/04/2024,Phone,1,Do it with me,Self help,Libraries Connected,No,No,5,self help resources,Digital,Campaign
Cust094,03/04/2024,Webchat,3,Do it myself,Assisted digital,Assisted digital,Yes,Yes,1,no deflection,Non-digital,Libraries Connected
Cust095,04/04/2024,Phone,4,Do it with me,Digicare,Assisted digital,No,No,2,screen share,Digital,Book
Cust096,05/04/2024,Webchat,1,Do it with me,Self help,Self help,No,No,2,Other,Non-digital,Libraries Connected
Cust097,06/04/2024,Webchat,1,Do it myself,Assisted digital,Digicare,No,No,3,no deflection,Digital,Book
Cust098,07/04/2024,Webchat,2,Do it myself,Digicare,Assisted digital,No,No,4,no deflection,Non-digital,Book
Cust099,08/04/2024,Phone,3,Do it with me,Self help,Self help,Yes,Yes,3,no deflection,Non-digital,Libraries Connected
Cust100,09/04/2024,Webchat,4,Do it myself,Assisted digital,Libraries Connected,No,No,2,no deflection,Digital,Libraries Connected
Cust101,10/04/2024,Phone,1,Refer to Digicare,Digicare,Self help,No,No,5,Other,Digital,Campaign
Cust102,11/04/2024,Phone,4,Do it myself,Self help,Digicare,Yes,No,4,self help resources,Digital,Campaign
Cust103,12/04/2024,Phone,3,Do it with me,Assisted digital,Digicare,Yes,Yes,5,screen share,Digital,Digicare
Cust104,13/04/2024,Phone,4,Do it myself,Digicare,Libraries Connected,Yes,No,5,no deflection,Non-digital,Digicare
Cust105,14/04/2024,Webchat,1,Do it myself,Self help,Assisted digital,No,No,2,Other,Non-digital,Libraries Connected
Cust106,15/04/2024,Webchat,1,Refer to Digicare,Assisted digital,Assisted digital,Yes,Yes,3,screen share,Digital,Book
Cust107,16/04/2024,Webchat,2,Do it with me,Digicare,Self help,No,No,5,screen share,Non-digital,Book
Cust108,17/04/2024,Phone,1,Do it with me,Self help,Assisted digital,Yes,No,2,no deflection,Non-digital,Digicare
Cust109,18/04/2024,Phone,1,Do it myself,Assisted digital,Self help,No,No,1,self help resources,Non-digital,Campaign
Cust110,19/04/2024,Phone,4,Do it myself,Digicare,Self help,No,No,5,no deflection,Non-digital,Digicare
Cust111,20/04/2024,Phone,3,Do it with me,Self help,Libraries Connected,No,No,5,no deflection,Non-digital,Book
Cust112,21/04/2024,Phone,2,Do it myself,Assisted digital,Assisted digital,No,No,1,no deflection,Non-digital,Book
Cust113,22/04/2024,Webchat,2,Do it with me,Digicare,Digicare,Yes,No,2,screen share,Digital,Book
Cust114,23/04/2024,Phone,2,Do it myself,Self help,Digicare,No,No,2,screen share,Non-digital,Campaign
Cust115,24/04/2024,Phone,2,Do it myself,Assisted digital,Libraries Connected,No,No,1,screen share,Non-digital,Campaign
Cust116,25/04/2024,Webchat,2,Do it with me,Digicare,Digicare,No,No,2,no deflection,Digital,Campaign
Cust117,26/04/2024,Phone,3,Do it with me,Self help,Libraries Connected,No,No,5,no deflection,Non-digital,Book
Cust118,27/04/2024,Webchat,4,Do it myself,Assisted digital,Digicare,Yes,No,4,no deflection,Digital,Libraries Connected
Cust119,28/04/2024,Phone,1,Do it with me,Digicare,Self help,No,No,2,self help resources,Non-digital,Libraries Connected
Cust120,29/04/2024,Phone,1,Refer to Digicare,Self help,Self help,Yes,No,4,Other,Non-digital,Digicare
Cust121,30/04/2024,Phone,2,Do it myself,Assisted digital,Assisted digital,No,No,1,no deflection,Non-digital,Campaign
Cust122,01/05/2024,Webchat,1,Refer to Digicare,Digicare,Assisted digital,No,No,4,Other,Digital,Digicare
Cust123,02/05/2024,Phone,1,Do it myself,Self help,Self help,Yes,No,1,Other,Non-digital,Campaign
Cust124,03/05/2024,Phone,4,Do it with me,Assisted digital,Self help,No,No,3,no deflection,Digital,Libraries Connected
Cust125,04/05/2024,Phone,4,Do it myself,Digicare,Assisted digital,Yes,No,3,Other,Digital,Libraries Connected
Cust126,05/05/2024,Phone,1,Do it myself,Self help,Digicare,No,No,5,no deflection,Digital,Book
Cust127,06/05/2024,Webchat,4,Do it with me,Assisted digital,Digicare,Yes,No,3,screen share,Digital,Campaign
Cust128,07/05/2024,Phone,2,Do it myself,Digicare,Digicare,Yes,No,4,no deflection,Non-digital,Book
Cust129,08/05/2024,Phone,4,Do it myself,Self help,Assisted digital,No,No,2,Other,Digital,Libraries Connected
Cust130,09/05/2024,Phone,4,Do it with me,Assisted digital,Libraries Connected,No,No,4,Other,Non-digital,Campaign
Cust131,10/05/2024,Webchat,2,Do it myself,Digicare,Libraries Connected,Yes,No,1,no deflection,Digital,Campaign
Cust132,11/05/2024,Webchat,2,Do it myself,Self help,Assisted digital,Yes,No,2,no deflection,Non-digital,Campaign
Cust133,12/05/2024,Phone,1,Do it myself,Assisted digital,Assisted digital,Yes,No,4,no deflection,Digital,Libraries Connected
Cust134,13/05/2024,Phone,1,Refer to Digicare,Digicare,Libraries Connected,No,No,4,self help resources,Non-digital,Book
Cust135,14/05/2024,Phone,1,Do it myself,Self help,Assisted digital,No,No,1,no deflection,Digital,Digicare
Cust136,15/05/2024,Phone,3,Do it myself,Assisted digital,Assisted digital,Yes,No,5,screen share,Digital,Digicare
Cust137,16/05/2024,Phone,3,Do it myself,Digicare,Assisted digital,Yes,No,4,self help resources,Digital,Libraries Connected
Cust138,17/05/2024,Phone,2,Do it with me,Self help,Assisted digital,Yes,No,5,Other,Non-digital,Libraries Connected
Cust139,18/05/2024,Phone,4,Do it with me,Assisted digital,Self help,Yes,Yes,5,screen share,Non-digital,Libraries Connected
Cust140,19/05/2024,Phone,1,Do it with me,Digicare,Libraries Connected,No,No,4,self help resources,Digital,Book
Cust141,20/05/2024,Phone,3,Do it myself,Self help,Libraries Connected,Yes,No,2,screen share,Non-digital,Campaign
Cust142,21/05/2024,Webchat,3,Do it myself,Assisted digital,Libraries Connected,Yes,No,2,screen share,Non-digital,Libraries Connected
Cust143,22/05/2024,Phone,3,Do it myself,Digicare,Assisted digital,Yes,No,4,screen share,Digital,Digicare
Cust144,23/05/2024,Phone,2,Do it myself,Self help,Digicare,Yes,No,5,screen share,Digital,Campaign
Cust145,24/05/2024,Webchat,2,Do it myself,Assisted digital,Digicare,No,No,2,screen share,Digital,Digicare
Cust146,25/05/2024,Phone,2,Do it myself,Digicare,Digicare,No,No,4,screen share,Digital,Book
Cust147,26/05/2024,Phone,4,Do it myself,Self help,Assisted digital,Yes,No,4,no deflection,Digital,Libraries Connected
Cust148,27/05/2024,Phone,1,Do it with me,Assisted digital,Digicare,No,Yes,2,no deflection,Digital,Book
Cust149,28/05/2024,Phone,3,Refer to Digicare,Digicare,Self help,No,No,2,screen share,Non-digital,Book
Cust150,29/05/2024,Webchat,4,Do it with me,Self help,Digicare,Yes,No,4,no deflection,Non-digital,Book
Cust151,30/05/2024,Webchat,4,Do it with me,Assisted digital,Libraries Connected,Yes,No,3,no deflection,Digital,Book
Cust152,31/05/2024,Webchat,2,Do it with me,Digicare,Digicare,Yes,No,4,no deflection,Non-digital,Digicare
Cust153,01/06/2024,Phone,2,Do it with me,Self help,Self help,No,No,5,Other,Non-digital,Book
Cust154,02/06/2024,Phone,1,Do it with me,Assisted digital,Libraries Connected,Yes,No,4,screen share,Non-digital,Campaign
Cust155,03/06/2024,Webchat,1,Do it myself,Digicare,Libraries Connected,Yes,No,4,screen share,Non-digital,Campaign
Cust156,04/06/2024,Phone,4,Do it with me,Self help,Digicare,No,No,4,self help resources,Non-digital,Digicare
Cust157,05/06/2024,Webchat,3,Do it with me,Assisted digital,Self help,No,No,2,Other,Digital,Digicare
Cust158,06/06/2024,Phone,2,Do it with me,Digicare,Libraries Connected,No,Yes,2,screen share,Non-digital,Campaign
Cust159,07/06/2024,Phone,3,Do it with me,Self help,Digicare,Yes,No,5,no deflection,Digital,Libraries Connected
Cust160,08/06/2024,Phone,1,Do it with me,Assisted digital,Digicare,Yes,No,3,screen share,Non-digital,Book
Cust161,09/06/2024,Phone,4,Do it myself,Digicare,Libraries Connected,No,No,4,no deflection,Non-digital,Book
Cust162,10/06/2024,Phone,2,Refer to Digicare,Self help,Libraries Connected,Yes,No,1,self help resources,Digital,Book
Cust163,11/06/2024,Phone,1,Do it myself,Assisted digital,Libraries Connected,No,Yes,5,self help resources,Digital,Libraries Connected
Cust164,12/06/2024,Phone,4,Do it with me,Digicare,Self help,Yes,No,1,no deflection,Digital,Libraries Connected
Cust165,13/06/2024,Phone,4,Do it myself,Self help,Assisted digital,No,No,5,no deflection,Non-digital,Digicare
Cust166,14/06/2024,Phone,4,Do it with me,Assisted digital,Libraries Connected,No,No,2,self help resources,Digital,Libraries Connected
Cust167,15/06/2024,Webchat,3,Refer to Digicare,Digicare,Assisted digital,Yes,No,3,screen share,Non-digital,Libraries Connected
Cust168,16/06/2024,Phone,1,Do it myself,Self help,Assisted digital,Yes,No,5,screen share,Non-digital,Digicare
Cust169,17/06/2024,Phone,3,Do it myself,Assisted digital,Assisted digital,Yes,No,1,screen share,Digital,Libraries Connected
Cust170,18/06/2024,Webchat,3,Do it with me,Digicare,Libraries Connected,No,No,3,Other,Digital,Campaign
Cust171,19/06/2024,Phone,4,Do it myself,Self help,Digicare,Yes,No,1,no deflection,Digital,Libraries Connected
Cust172,20/06/2024,Phone,2,Do it myself,Assisted digital,Libraries Connected,Yes,No,5,screen share,Digital,Book
Cust173,21/06/2024,Webchat,2,Do it myself,Digicare,Digicare,Yes,No,5,screen share,Non-digital,Libraries Connected
Cust174,22/06/2024,Phone,2,Do it myself,Self help,Self help,Yes,No,3,Other,Digital,Digicare
Cust175,23/06/2024,Phone,3,Do it myself,Assisted digital,Self help,No,No,4,Other,Non-digital,Campaign
Cust176,24/06/2024,Webchat,3,Refer to Digicare,Digicare,Self help,No,No,4,screen share,Digital,Book
Cust177,25/06/2024,Webchat,2,Do it myself,Self help,Self help,Yes,No,5,screen share,Non-digital,Digicare
Cust178,26/06/2024,Phone,1,Do it with me,Assisted digital,Assisted digital,No,No,2,no deflection,Non-digital,Libraries Connected
Cust179,27/06/2024,Phone,1,Do it with me,Digicare,Digicare,Yes,No,5,no deflection,Non-digital,Campaign
Cust180,28/06/2024,Webchat,4,Do it with me,Self help,Assisted digital,Yes,No,5,self help resources,Digital,Book
Cust181,29/06/2024,Phone,4,Do it myself,Assisted digital,Digicare,Yes,No,2,no deflection,Non-digital,Book
Cust182,30/06/2024,Webchat,2,Do it with me,Digicare,Libraries Connected,Yes,No,5,no deflection,Non-digital,Digicare
Cust183,01/07/2024,Phone,2,Do it myself,Self help,Digicare,No,No,2,Other,Non-digital,Book
Cust184,02/07/2024,Phone,4,Do it myself,Assisted digital,Libraries Connected,Yes,No,1,self help resources,Non-digital,Libraries Connected
Cust185,03/07/2024,Webchat,1,Do it with me,Digicare,Digicare,Yes,No,1,screen share,Non-digital,Book
Cust186,04/07/2024,Webchat,2,Refer to Digicare,Self help,Self help,Yes,Yes,2,screen share,Non-digital,Book
Cust187,05/07/2024,Phone,4,Refer to Digicare,Assisted digital,Assisted digital,No,No,1,Other,Digital,Libraries Connected
Cust188,06/07/2024,Webchat,2,Do it with me,Digicare,Self help,Yes,No,3,no deflection,Digital,Libraries Connected
Cust189,07/07/2024,Webchat,4,Refer to Digicare,Self help,Self help,No,No,3,screen share,Digital,Campaign
Cust190,08/07/2024,Phone,3,Refer to Digicare,Assisted digital,Libraries Connected,No,No,3,no deflection,Non-digital,Campaign
Cust191,09/07/2024,Phone,4,Do it myself,Digicare,Libraries Connected,Yes,No,1,self help resources,Digital,Libraries Connected
Cust192,10/07/2024,Phone,4,Do it with me,Self help,Assisted digital,No,No,4,Other,Digital,Digicare
Cust193,11/07/2024,Phone,2,Do it with me,Assisted digital,Digicare,No,No,1,screen share,Digital,Digicare
Cust194,12/07/2024,Webchat,2,Do it with me,Digicare,Assisted digital,Yes,No,2,no deflection,Digital,Digicare
Cust195,13/07/2024,Webchat,1,Do it with me,Self help,Self help,No,Yes,3,no deflection,Non-digital,Book
Cust196,14/07/2024,Phone,2,Do it with me,Assisted digital,Digicare,No,No,3,screen share,Non-digital,Book
Cust197,15/07/2024,Phone,1,Do it with me,Digicare,Self help,Yes,No,1,no deflection,Digital,Campaign
